client_name,truck_size,truck_origin_warehouse,delivery_timestamp,total_weight,brand_1_coffee_proportion,driver_id,is_fresh_client,postcode,business_category,floor,partnership_level,box_count,brand_2_coffee_proportion,brand_3_coffee_proportion
Pina Group,Combi,Baró de Viver,2022-01-20 11:49:17,25.31,0.83,D63,False,08024,Cafe/Restaurant,Street level,Regular,4,0.0447908276854076,0.12520917231459244
Cantero-García,Van,Zona Franca,2022-03-21 19:46:19,8.57,0.91,D63,False,08042,Cafe/Restaurant,Street level,Regular,1,0.03268813647319101,0.05731186352680896
Cantero-García,Combi,Zona Franca,2022-01-15 11:07:26,86.16,0.43,D63,True,08042,Cafe/Restaurant,Street level,Regular,7,0.4398859549526966,0.13011404504730345
Enríquez-Beltrán,Truck,Baró de Viver,2022-02-09 11:30:11,64.81,0.77,D63,True,08022,Coffee Retailers,Street level,Regular,12,0.16466252010740481,0.06533747989259517
Enríquez-Beltrán,Van,Baró de Viver,2022-01-19 19:53:53,35.36,0.64,D63,True,08022,Coffee Retailers,Street level,Regular,3,0.24609728462034533,0.11390271537965466
Enríquez-Beltrán,Van,Baró de Viver,2022-03-01 13:44:28,12.8,0.67,D63,False,08022,Coffee Retailers,Street level,Regular,1,0.037346863376444515,0.29265313662355547
Enríquez-Beltrán,Combi,Zona Franca,2022-03-13 16:29:24,84.39,0.82,D63,False,08022,Coffee Retailers,Street level,Regular,11,0.11050629954499626,0.06949370045500379
Enríquez-Beltrán,Combi,Baró de Viver,2022-01-25 08:48:00,55.49,0.54,D63,False,08022,Coffee Retailers,Street level,Regular,4,0.08825976420951731,0.37174023579048265
Oliva-Abellán,Van,Zona Franca,2022-03-05 11:33:30,10.99,0.94,D63,False,08010,Cafe/Restaurant,Street level,Regular,2,0.016025464271398487,0.04397453572860156
Oliva-Abellán,Truck,Baró de Viver,2022-03-14 14:45:06,118.14,0.86,D63,False,08010,Cafe/Restaurant,Street level,Regular,11,0.12304390729723501,0.016956092702765005
Oliva-Abellán,Van,Baró de Viver,2022-01-02 10:56:57,103.72,0.72,D63,False,08010,Cafe/Restaurant,Street level,Regular,16,0.2047330642722944,0.07526693572770563
Oliva-Abellán,Van,Zona Franca,2022-04-17 13:40:28,6.07,0.73,D63,False,08010,Cafe/Restaurant,Street level,Regular,1,0.10122750639241648,0.16877249360758353
Hurtado-Pinedo,Truck,Baró de Viver,2022-05-12 14:28:11,67.66,0.79,D63,True,08011,Cafe/Restaurant,Street level,Regular,7,0.19009124751996792,0.019908752480032044
Hurtado-Pinedo,Van,Baró de Viver,2022-01-07 08:41:37,61.38,0.95,D63,False,08011,Cafe/Restaurant,Street level,Regular,6,0.04331863581851304,0.006681364181487001
López and Sons,Van,Baró de Viver,2022-01-04 19:37:04,55.0,0.43,D63,False,08041,Hotels,Street level,Regular,4,0.5038663138961035,0.06613368610389658
López and Sons,Combi,Baró de Viver,2022-04-29 16:45:07,36.27,0.6,D63,True,08041,Hotels,Street level,Regular,5,0.3092274307866759,0.0907725692133241
"Agustín, Manso and Palomar",Van,Zona Franca,2022-02-17 09:01:00,43.46,0.48,D63,False,08022,Cafe/Restaurant,Ground Floor,Key Account,4,0.1755962053496284,0.34440379465037163
"Agustín, Manso and Palomar",Truck,Zona Franca,2022-03-12 17:39:55,70.63,0.94,D63,False,08022,Cafe/Restaurant,Ground Floor,Key Account,12,0.010116211715029768,0.04988378828497028
"Vila, Castelló and Villena",Truck,Zona Franca,2022-04-29 17:17:47,114.86,0.84,D63,False,08227,Cafe/Restaurant,Street level,Regular,18,0.130418125524843,0.029581874475157033
"Vila, Castelló and Villena",Van,Baró de Viver,2022-03-02 20:37:01,79.71,0.9,D63,False,08227,Cafe/Restaurant,Street level,Regular,13,0.014163012512380576,0.0858369874876194
Rico PLC,Combi,Baró de Viver,2022-05-08 09:55:45,9.85,0.61,D63,False,08017,Hotels,Ground Floor,Regular,1,0.2583315211074954,0.1316684788925046
Rico PLC,Van,Baró de Viver,2022-04-14 15:07:09,89.66,0.68,D63,False,08017,Hotels,Ground Floor,Regular,11,0.3037398932459849,0.01626010675401507
Rico PLC,Van,Baró de Viver,2022-02-28 08:08:44,114.21,0.74,D63,False,08017,Hotels,Ground Floor,Regular,16,0.08872645714439022,0.1712735428556098
Rico PLC,Van,Baró de Viver,2022-04-21 13:58:41,56.11,0.69,D63,False,08017,Hotels,Ground Floor,Regular,4,0.21385203681383327,0.09614796318616678
Carbó-Seco,Combi,Baró de Viver,2022-03-24 17:46:49,35.0,0.78,D63,False,08028,Hotels,Street level,Key Account,4,0.1570810759386254,0.06291892406137459
Carbó-Seco,Van,Baró de Viver,2022-01-22 14:55:30,26.03,0.67,D63,True,08028,Hotels,Street level,Key Account,2,0.02773650592926855,0.3022634940707314
Torrents and Sons,Van,Zona Franca,2022-02-08 16:37:33,38.83,0.7,D63,False,08027,Cafe/Restaurant,Street level,Regular,6,0.24798198034932017,0.05201801965067987
"Mateo, Hoyos and Múñiz",Van,Zona Franca,2022-05-13 08:35:40,61.78,0.7,D63,False,08009,Cafe/Restaurant,Street level,Regular,6,0.15340696966155137,0.14659303033844867
"Mateo, Hoyos and Múñiz",Combi,Zona Franca,2022-02-17 17:43:17,23.48,0.6,D63,False,08009,Cafe/Restaurant,Street level,Regular,3,0.3715382651993098,0.028461734800690197
"Mateo, Hoyos and Múñiz",Truck,Baró de Viver,2022-03-21 16:41:52,21.94,0.81,D63,False,08009,Cafe/Restaurant,Street level,Regular,3,0.1746232772718447,0.01537672272815524
Roselló PLC,Van,Baró de Viver,2022-03-30 14:39:06,110.34,1.0,D63,False,08001,Cafe/Restaurant,Street level,Regular,9,0.0,0.0
Roselló PLC,Van,Baró de Viver,2022-04-01 10:38:45,42.78,0.68,D63,True,08001,Cafe/Restaurant,Street level,Regular,6,0.0034768010930818953,0.31652319890691805
Somoza-Correa,Van,Zona Franca,2022-03-30 12:47:29,58.13,0.91,D63,True,08036,Coffee Retailers,Street level,Regular,5,0.055339834102568854,0.034660165897431115
Somoza-Correa,Van,Baró de Viver,2022-04-09 16:11:14,65.62,0.53,D63,False,08036,Coffee Retailers,Street level,Regular,6,0.2302835629635364,0.2397164370364636
Llanos Inc,Van,Zona Franca,2022-04-30 19:28:39,118.79,0.65,D63,False,08020,Coffee Retailers,Street level,Regular,13,0.17698062555060104,0.17301937444939894
Llanos Inc,Van,Baró de Viver,2022-05-16 20:51:06,115.54,0.72,D63,False,08020,Coffee Retailers,Street level,Regular,21,0.012710108423742726,0.2672898915762573
"Cepeda, Nicolau and Román",Combi,Zona Franca,2022-03-05 11:12:25,98.05,0.42,D63,False,08014,Cafe/Restaurant,Street level,Regular,7,0.37450180796010196,0.2054981920398981
Amigó Ltd,Van,Baró de Viver,2022-04-25 08:13:16,34.73,0.87,D73,False,08030,Cafe/Restaurant,Street level,Regular,3,0.11400776641506533,0.01599223358493468
Gutiérrez LLC,Van,Baró de Viver,2022-03-11 20:50:55,104.06,0.57,D73,False,08002,Hotels,Ground Floor,Key Account,8,0.32795668635223496,0.10204331364776509
Gutiérrez LLC,Truck,Zona Franca,2022-02-13 09:01:53,92.47,0.53,D73,False,08002,Hotels,Ground Floor,Key Account,9,0.02315943725930253,0.44684056274069744
Gutiérrez LLC,Van,Baró de Viver,2022-02-22 13:54:26,98.75,0.71,D73,False,08002,Hotels,Ground Floor,Key Account,12,0.2199016835755926,0.07009831642440745
Gutiérrez LLC,Van,Baró de Viver,2022-03-30 12:09:36,74.89,1.0,D73,False,08002,Hotels,Ground Floor,Key Account,11,0.0,0.0
Gutiérrez LLC,Combi,Baró de Viver,2022-04-14 19:15:00,17.4,0.67,D73,False,08002,Hotels,Ground Floor,Key Account,3,0.06029566699438063,0.26970433300561936
Gutiérrez LLC,Van,Baró de Viver,2022-04-23 09:35:25,57.38,0.89,D73,False,08002,Hotels,Ground Floor,Key Account,4,0.02447422951646716,0.08552577048353283
Gutiérrez LLC,Combi,Baró de Viver,2022-05-14 20:12:43,38.36,0.71,D73,False,08002,Hotels,Ground Floor,Key Account,3,0.22795761724502064,0.06204238275497939
"Daza, Salcedo and Colomer",Combi,Zona Franca,2022-04-25 15:32:26,10.76,0.46,D73,False,08037,Coffee Retailers,Street level,Regular,2,0.40860190945695896,0.13139809054304108
"Daza, Salcedo and Colomer",Van,Zona Franca,2022-04-27 14:04:09,19.97,0.82,D73,False,08037,Coffee Retailers,Street level,Regular,2,0.017920564736798122,0.16207943526320193
"Daza, Salcedo and Colomer",Van,Baró de Viver,2022-03-26 20:20:47,104.04,0.54,D73,False,08037,Coffee Retailers,Street level,Regular,21,0.07459961057928952,0.3854003894207104
"Daza, Salcedo and Colomer",Van,Baró de Viver,2022-01-22 14:38:46,112.93,0.52,D73,False,08037,Coffee Retailers,Street level,Regular,10,0.4331182735899409,0.046881726410059055
"Daza, Salcedo and Colomer",Van,Zona Franca,2022-02-01 10:23:46,47.12,0.92,D73,False,08037,Coffee Retailers,Street level,Regular,6,0.03941920779548571,0.04058079220451425
Moll Inc,Truck,Baró de Viver,2022-05-04 15:41:03,109.45,0.86,D73,False,08008,Cafe/Restaurant,Street level,Regular,10,0.13417839476887117,0.005821605231128846
Moll Inc,Truck,Zona Franca,2022-01-31 19:21:56,16.51,0.93,D73,False,08008,Cafe/Restaurant,Street level,Regular,2,0.06293985187881986,0.007060148121180096
Moll Inc,Van,Zona Franca,2022-01-30 12:19:39,118.38,0.61,D73,True,08008,Cafe/Restaurant,Street level,Regular,11,0.2535857055892044,0.1364142944107956
Moll Inc,Van,Baró de Viver,2022-04-06 10:38:27,47.91,0.86,D73,False,08008,Cafe/Restaurant,Street level,Regular,5,0.1266441270524241,0.013355872947575925
Nicolau and Sons,Van,Zona Franca,2022-05-01 08:42:39,36.9,0.81,D73,True,08010,Cafe/Restaurant,Street level,Regular,3,0.03755770380503175,0.15244229619496819
Nicolau and Sons,Combi,Zona Franca,2022-04-21 08:47:49,42.55,0.71,D73,False,08010,Cafe/Restaurant,Street level,Regular,4,0.17249639068185663,0.11750360931814341
Nicolau and Sons,Van,Zona Franca,2022-03-08 16:02:32,40.72,0.48,D73,False,08010,Cafe/Restaurant,Street level,Regular,5,0.29404044541158014,0.22595955458841988
Nicolau and Sons,Van,Baró de Viver,2022-04-08 20:35:42,70.49,0.9,D73,False,08010,Cafe/Restaurant,Street level,Regular,12,0.01986215849458401,0.08013784150541597
Solera PLC,Van,Baró de Viver,2022-04-29 11:12:10,44.5,0.61,D73,False,08075,Cafe/Restaurant,Street level,Regular,6,0.3880859085892125,0.0019140914107875218
Lillo PLC,Van,Baró de Viver,2022-05-18 20:28:41,109.44,0.56,D73,False,08075,Cafe/Restaurant,Street level,Regular,9,0.17153366336919354,0.26846633663080643
Lillo PLC,Van,Zona Franca,2022-05-15 11:10:21,90.5,0.98,D73,False,08075,Cafe/Restaurant,Street level,Regular,10,0.017791212547007315,0.0022087874529927026
Lillo PLC,Van,Baró de Viver,2022-04-30 16:36:55,43.93,0.98,D73,False,08075,Cafe/Restaurant,Street level,Regular,4,0.003557514983371662,0.016442485016628355
Lillo PLC,Combi,Zona Franca,2022-02-18 18:40:55,34.24,0.79,D73,False,08075,Cafe/Restaurant,Street level,Regular,3,0.1835810730342773,0.026418926965722678
Barroso LLC,Combi,Zona Franca,2022-04-24 13:43:54,21.36,0.84,D73,False,08040,Cafe/Restaurant,Street level,Regular,3,0.045848513665938395,0.11415148633406164
Casals Group,Combi,Baró de Viver,2022-03-04 08:40:43,102.45,0.86,D73,False,08022,Cafe/Restaurant,Street level,Regular,14,0.08472058641533918,0.05527941358466083
Casals Group,Truck,Zona Franca,2022-04-19 16:28:29,45.03,0.94,D73,False,08022,Cafe/Restaurant,Street level,Regular,6,0.04694988438647816,0.013050115613521894
Casals Group,Combi,Zona Franca,2022-05-08 19:54:01,102.17,0.56,D73,False,08022,Cafe/Restaurant,Street level,Regular,12,0.12861535864413756,0.3113846413558624
Casals Group,Combi,Zona Franca,2022-03-17 11:34:28,25.35,0.82,D73,False,08022,Cafe/Restaurant,Street level,Regular,2,0.10472125786160943,0.07527874213839061
Ugarte Inc,Truck,Baró de Viver,2022-05-08 11:21:45,93.85,0.73,D73,False,08017,Cafe/Restaurant,Street level,Regular,9,0.2637964858465249,0.006203514153475143
Ugarte Inc,Van,Zona Franca,2022-02-13 12:02:09,94.27,0.94,D73,False,08017,Cafe/Restaurant,Street level,Regular,7,0.0033710501483168974,0.05662894985168315
Ugarte Inc,Combi,Baró de Viver,2022-04-14 16:31:36,51.57,0.56,D73,False,08017,Cafe/Restaurant,Street level,Regular,7,0.0026375493552183733,0.4373624506447816
Ugarte Inc,Truck,Zona Franca,2022-05-16 11:40:28,41.14,0.79,D73,False,08017,Cafe/Restaurant,Street level,Regular,6,0.02542118703421204,0.18457881296578793
Ugarte Inc,Van,Baró de Viver,2022-03-06 12:21:41,84.69,0.92,D73,True,08017,Cafe/Restaurant,Street level,Regular,12,0.05616464949424328,0.023835350505756678
"Villanueva, Rebollo and Mayoral",Truck,Zona Franca,2022-01-29 10:22:16,106.51,0.76,D73,False,08036,Cafe/Restaurant,Street level,Regular,16,0.17712522405067896,0.06287477594932103
"Villanueva, Rebollo and Mayoral",Van,Baró de Viver,2022-01-10 11:32:48,109.96,0.69,D73,False,08036,Cafe/Restaurant,Street level,Regular,19,0.26954972945640837,0.04045027054359168
"Villanueva, Rebollo and Mayoral",Van,Zona Franca,2022-04-05 19:21:47,50.32,0.93,D73,False,08036,Cafe/Restaurant,Street level,Regular,4,0.020841289542409224,0.049158710457590724
"Ayala, Domingo and Martinez",Truck,Baró de Viver,2022-04-20 15:52:54,23.21,0.79,D73,False,08002,Coffee Retailers,Other,Regular,2,0.06544407370429484,0.14455592629570513
"Ayala, Domingo and Martinez",Van,Zona Franca,2022-02-05 17:46:04,52.1,0.55,D73,False,08002,Coffee Retailers,Other,Regular,5,0.30291122535077836,0.1470887746492216
"Roldan, Barral and Martín",Combi,Zona Franca,2022-04-25 15:42:46,60.64,1.0,D73,False,08011,Cafe/Restaurant,Other,Regular,12,0.0,0.0
Azorin Group,Van,Baró de Viver,2022-04-14 15:53:12,41.9,0.86,D73,False,08029,Coffee Retailers,Street level,Regular,4,0.012067145540592515,0.1279328544594075
Azorin Group,Van,Baró de Viver,2022-03-03 20:52:54,112.48,0.74,D73,False,08029,Coffee Retailers,Street level,Regular,10,0.10605492021597611,0.15394507978402389
"Barrera, Zapata and Castelló",Truck,Baró de Viver,2022-05-19 19:48:23,54.64,0.71,D73,False,08002,Cafe/Restaurant,Street level,Regular,4,0.012913279292500465,0.27708672070749957
"Barrera, Zapata and Castelló",Van,Zona Franca,2022-03-19 14:57:05,82.84,0.67,D73,False,08002,Cafe/Restaurant,Street level,Regular,10,0.17254070782258682,0.15745929217741314
"Barrera, Zapata and Castelló",Combi,Zona Franca,2022-02-15 15:39:27,6.11,0.86,D73,False,08002,Cafe/Restaurant,Street level,Regular,1,0.017725697169308257,0.12227430283069175
"Barrera, Zapata and Castelló",Combi,Baró de Viver,2022-03-16 09:53:49,109.6,0.95,D73,False,08002,Cafe/Restaurant,Street level,Regular,8,0.018582333230495372,0.03141766676950467
"Prada, Domínguez and Domingo",Combi,Baró de Viver,2022-03-09 13:49:47,66.57,0.65,D73,False,08017,Cafe/Restaurant,Street level,Key Account,6,0.3470867049048475,0.0029132950951524794
"Prada, Domínguez and Domingo",Combi,Baró de Viver,2022-05-19 16:26:07,72.55,0.64,D73,False,08017,Cafe/Restaurant,Street level,Key Account,5,0.23157655025812404,0.12842344974187594
Jordá-Murillo,Truck,Zona Franca,2022-04-10 16:08:17,9.11,0.79,D73,False,08008,Cafe/Restaurant,Street level,Regular,1,0.06090037749917281,0.14909962250082714
Nieto-Carbonell,Van,Baró de Viver,2022-04-05 12:53:48,113.43,0.83,D73,False,08039,Cafe/Restaurant,Ground Floor,Regular,19,0.06287412595125302,0.10712587404874702
Nieto-Carbonell,Van,Baró de Viver,2022-02-06 11:13:10,58.98,0.75,D73,False,08039,Cafe/Restaurant,Ground Floor,Regular,8,0.04247166679035072,0.20752833320964928
Nieto-Carbonell,Combi,Zona Franca,2022-01-24 11:05:16,7.18,0.93,D73,True,08039,Cafe/Restaurant,Ground Floor,Regular,2,0.06481953300684615,0.005180466993153804
"Salinas, Larrea and Granados",Van,Baró de Viver,2022-02-12 09:42:42,14.14,0.79,D73,False,08031,Cafe/Restaurant,Street level,Regular,1,0.18518761294948427,0.024812387050515694
"Salinas, Larrea and Granados",Van,Zona Franca,2022-01-25 20:45:04,80.05,0.66,D73,False,08031,Cafe/Restaurant,Street level,Regular,7,0.2744845740846223,0.06551542591537768
"Calatayud, Moll and Anglada",Van,Baró de Viver,2022-05-13 08:07:28,76.66,0.95,D73,False,08016,Cafe/Restaurant,Street level,Regular,7,0.008590410258951721,0.041409589741048324
"Herrera, Juliá and Gabaldón",Van,Baró de Viver,2022-04-24 12:01:48,56.66,0.62,D73,False,08036,Cafe/Restaurant,Street level,Regular,7,0.37783949432529856,0.0021605056747014406
"Herrera, Juliá and Gabaldón",Van,Zona Franca,2022-02-14 17:29:21,91.17,0.6,D73,False,08036,Cafe/Restaurant,Street level,Regular,12,0.015467634130690567,0.38453236586930944
"Borrell, Guillen and Torre",Van,Baró de Viver,2022-03-23 17:32:25,67.35,0.71,D73,False,08034,Cafe/Restaurant,Street level,Regular,7,0.2122814934708768,0.07771850652912324
"Borrell, Guillen and Torre",Combi,Zona Franca,2022-02-18 18:55:45,102.42,0.93,D73,False,08034,Cafe/Restaurant,Street level,Regular,20,0.01438662718092627,0.05561337281907368
Pino-Gallego,Van,Zona Franca,2022-03-27 17:48:46,28.15,0.88,D73,True,08030,Cafe/Restaurant,Street level,Diamond,6,0.004844551846918002,0.115155448153082
Alcaraz-Aranda,Combi,Baró de Viver,2022-02-09 13:15:03,63.4,0.46,D73,False,08026,Coffee Retailers,Street level,Regular,10,0.509866045755461,0.03013395424453902
Alcaraz-Aranda,Van,Baró de Viver,2022-02-12 17:13:32,51.67,0.45,D73,False,08026,Coffee Retailers,Street level,Regular,5,0.2018632784694702,0.3481367215305299
Alcaraz-Aranda,Van,Baró de Viver,2022-04-04 10:14:15,75.51,0.74,D73,True,08026,Coffee Retailers,Street level,Regular,9,0.020763565638358863,0.23923643436164116
Alcaraz-Aranda,Combi,Baró de Viver,2022-02-16 08:38:25,117.97,0.87,D73,False,08026,Coffee Retailers,Street level,Regular,20,0.02375508908267849,0.10624491091732152
"Duque, Bustos and Girona",Van,Zona Franca,2022-03-11 16:19:57,63.4,0.98,D73,False,08016,Cafe/Restaurant,Other,Regular,9,0.018378771249390236,0.0016212287506097815
Mariscal-Isern,Van,Zona Franca,2022-05-15 09:13:50,68.18,0.74,D73,False,08026,Cafe/Restaurant,Street level,Regular,6,0.008285441064330538,0.25171455893566946
Mariscal-Isern,Van,Zona Franca,2022-04-18 20:44:58,28.25,0.99,D73,False,08026,Cafe/Restaurant,Street level,Regular,3,0.009009292685003225,0.0009907073149967843
Mariscal-Isern,Combi,Zona Franca,2022-04-16 20:48:06,73.37,0.82,D73,False,08026,Cafe/Restaurant,Street level,Regular,7,0.11570692892398975,0.0642930710760103
Mariscal-Isern,Van,Baró de Viver,2022-04-24 19:01:33,109.01,0.75,D73,False,08026,Cafe/Restaurant,Street level,Regular,8,0.04466152982071339,0.2053384701792866
Mariscal-Isern,Combi,Baró de Viver,2022-04-28 19:01:37,36.34,0.45,D73,True,08026,Cafe/Restaurant,Street level,Regular,4,0.38211650754687393,0.16788349245312612
Mariscal-Isern,Van,Baró de Viver,2022-03-18 20:38:28,103.7,0.98,D73,False,08026,Cafe/Restaurant,Street level,Regular,17,0.0197215137176045,0.0002784862823955181
Mariscal-Isern,Van,Zona Franca,2022-02-26 13:57:15,32.08,0.48,D73,False,08026,Cafe/Restaurant,Street level,Regular,3,0.35866533053304567,0.16133466946695435
Vall LLC,Truck,Baró de Viver,2022-02-09 20:45:44,22.61,0.9,D73,False,08024,Cafe/Restaurant,Street level,Regular,4,0.06780512133331258,0.032194878666687396
Vall LLC,Combi,Zona Franca,2022-02-18 18:35:50,11.97,0.86,D73,False,08024,Cafe/Restaurant,Street level,Regular,2,0.11082245385929691,0.0291775461407031
"Roldan, Giménez and Villalonga",Van,Zona Franca,2022-01-13 14:02:07,114.83,0.59,D73,False,08022,Cafe/Restaurant,Street level,Regular,10,0.1411657579729443,0.26883424202705575
"Roldan, Giménez and Villalonga",Van,Baró de Viver,2022-01-09 15:03:56,48.11,0.81,D73,False,08022,Cafe/Restaurant,Street level,Regular,7,0.04697514777378697,0.14302485222621297
"Roldan, Giménez and Villalonga",Combi,Zona Franca,2022-02-03 14:21:03,118.42,0.87,D73,False,08022,Cafe/Restaurant,Street level,Regular,9,0.062126365423132934,0.06787363457686707
"Roldan, Giménez and Villalonga",Van,Zona Franca,2022-05-13 08:35:54,96.93,0.87,D73,False,08022,Cafe/Restaurant,Street level,Regular,14,0.08625319662212438,0.04374680337787562
"Herrero, Higueras and Barrena",Combi,Baró de Viver,2022-02-08 20:35:20,55.18,0.49,D73,True,08031,Cafe/Restaurant,Ground Floor,Key Account,5,0.18987680935057144,0.32012319064942857
"Herrero, Higueras and Barrena",Combi,Baró de Viver,2022-01-13 09:38:17,83.22,0.89,D73,False,08031,Cafe/Restaurant,Ground Floor,Key Account,10,0.003913809309191267,0.10608619069080871
Palomo Inc,Combi,Zona Franca,2022-02-16 10:16:40,56.23,0.82,D73,True,08034,Cafe/Restaurant,Street level,Regular,5,0.11911857593074182,0.06088142406925823
Palomo Inc,Combi,Zona Franca,2022-03-19 09:32:38,47.77,0.71,D73,True,08034,Cafe/Restaurant,Street level,Regular,5,0.13422728220939478,0.15577271779060525
Palomo Inc,Van,Baró de Viver,2022-03-12 20:16:18,74.35,0.77,D73,False,08034,Cafe/Restaurant,Street level,Regular,7,0.022360015072805644,0.20763998492719435
Palomo Inc,Van,Zona Franca,2022-03-15 18:12:15,82.83,0.64,D73,False,08034,Cafe/Restaurant,Street level,Regular,6,0.05395166987714864,0.3060483301228514
"Domínguez, Sancho and Figueroa",Van,Zona Franca,2022-02-03 15:50:15,107.62,0.43,D73,False,08002,Cafe/Restaurant,Street level,Regular,16,0.12070328577454056,0.44929671422545947
"Domínguez, Sancho and Figueroa",Van,Baró de Viver,2022-05-03 12:23:39,14.29,0.68,D73,False,08002,Cafe/Restaurant,Street level,Regular,2,0.12637560654958283,0.19362439345041713
"Pacheco, Chacón and Casares",Combi,Zona Franca,2022-01-04 18:38:23,52.0,0.9,D73,False,08003,Cafe/Restaurant,Ground Floor,Regular,8,0.09793879579773308,0.0020612042022668947
"Pacheco, Chacón and Casares",Truck,Baró de Viver,2022-01-22 18:19:12,111.0,0.43,D73,False,08003,Cafe/Restaurant,Ground Floor,Regular,9,0.17482416413160334,0.3951758358683967
"Pacheco, Chacón and Casares",Combi,Baró de Viver,2022-05-05 16:55:57,9.45,0.43,D73,False,08003,Cafe/Restaurant,Ground Floor,Regular,1,0.024072785151646618,0.5459272148483535
Godoy-Zabaleta,Van,Zona Franca,2022-04-20 18:03:15,6.0,0.75,D73,True,08003,Hotels,Ground Floor,Regular,1,0.13556292981333484,0.11443707018666516
Godoy-Zabaleta,Van,Zona Franca,2022-02-15 16:28:51,23.54,0.51,D73,False,08003,Hotels,Ground Floor,Regular,4,0.2602769844617678,0.2297230155382322
Godoy-Zabaleta,Van,Baró de Viver,2022-03-07 16:14:37,68.86,0.99,D73,False,08003,Hotels,Ground Floor,Regular,6,0.00028388515561852094,0.009716114844381488
Godoy-Zabaleta,Van,Zona Franca,2022-05-18 18:09:16,54.08,0.51,D73,False,08003,Hotels,Ground Floor,Regular,7,0.41475789172319844,0.07524210827680156
Estévez-Moliner,Truck,Baró de Viver,2022-01-11 13:46:39,73.02,0.67,D73,True,08008,Cafe/Restaurant,Street level,Regular,14,0.20426806794087574,0.12573193205912422
Estévez-Moliner,Van,Baró de Viver,2022-05-04 11:37:42,110.49,0.72,D73,True,08008,Cafe/Restaurant,Street level,Regular,11,0.2782995349662887,0.0017004650337113514
Estévez-Moliner,Truck,Baró de Viver,2022-05-01 15:05:45,119.87,0.89,D73,True,08008,Cafe/Restaurant,Street level,Regular,16,0.05118716612583535,0.05881283387416464
Estévez-Moliner,Van,Baró de Viver,2022-01-21 14:11:00,116.89,0.99,D73,False,08008,Cafe/Restaurant,Street level,Regular,10,0.005703920638198244,0.004296079361801765
Antón LLC,Van,Baró de Viver,2022-02-21 11:21:17,58.76,0.43,D73,False,08029,Hotels,Street level,Regular,5,0.2742661039514989,0.29573389604850114
Antón LLC,Van,Zona Franca,2022-02-28 15:29:17,71.29,1.0,D73,False,08029,Hotels,Street level,Regular,9,0.0,0.0
"Gonzalez, Gómez and Milla",Van,Baró de Viver,2022-03-29 16:13:14,58.75,0.78,D73,False,08023,Hotels,Street level,Key Account,8,0.19145412385497274,0.028545876145027238
"Gonzalez, Gómez and Milla",Van,Zona Franca,2022-01-25 09:47:09,48.36,0.45,D73,False,08023,Hotels,Street level,Key Account,4,0.016704930249666433,0.5332950697503336
"Gonzalez, Gómez and Milla",Van,Baró de Viver,2022-04-13 08:22:04,28.22,0.45,D73,False,08023,Hotels,Street level,Key Account,5,0.12883899402614177,0.4211610059738583
"Gonzalez, Gómez and Milla",Van,Zona Franca,2022-05-13 15:37:39,13.84,0.7,D73,False,08023,Hotels,Street level,Key Account,2,0.13545728722079997,0.16454271277920007
"Gonzalez, Gómez and Milla",Van,Baró de Viver,2022-05-05 17:55:12,45.13,0.59,D73,False,08023,Hotels,Street level,Key Account,6,0.13253687359787902,0.277463126402121
Garay Inc,Van,Zona Franca,2022-02-24 11:59:34,45.99,0.52,D73,False,08004,Cafe/Restaurant,Street level,Regular,5,0.03629287082750352,0.44370712917249644
Garay Inc,Van,Baró de Viver,2022-03-14 10:51:49,61.84,0.82,D73,False,08004,Cafe/Restaurant,Street level,Regular,7,0.11953908289984147,0.06046091710015858
Garay Inc,Truck,Zona Franca,2022-04-17 19:57:45,52.45,0.54,D73,False,08004,Cafe/Restaurant,Street level,Regular,5,0.43613815630209724,0.02386184369790273
Garay Inc,Van,Baró de Viver,2022-01-02 12:07:39,30.95,0.6,D73,False,08004,Cafe/Restaurant,Street level,Regular,3,0.371249467475675,0.028750532524325023
Garay Inc,Combi,Zona Franca,2022-04-24 15:40:55,88.01,0.48,D73,False,08004,Cafe/Restaurant,Street level,Regular,9,0.3044580465560967,0.2155419534439033
Garay Inc,Van,Baró de Viver,2022-02-28 18:38:05,88.99,0.77,D73,False,08004,Cafe/Restaurant,Street level,Regular,7,0.06989079708788432,0.16010920291211567
Lasa LLC,Truck,Zona Franca,2022-05-06 20:53:14,107.58,0.61,D73,True,08024,Cafe/Restaurant,Street level,Regular,11,0.2877694423062189,0.10223055769378109
Lasa LLC,Combi,Baró de Viver,2022-02-12 12:01:07,106.67,0.63,D73,False,08024,Cafe/Restaurant,Street level,Regular,10,0.08684763000695096,0.28315236999304905
Lasa LLC,Van,Zona Franca,2022-05-05 14:31:51,91.13,0.65,D73,False,08024,Cafe/Restaurant,Street level,Regular,15,0.046193035941729625,0.30380696405827035
Lasa LLC,Truck,Zona Franca,2022-01-07 12:17:27,66.43,0.83,D73,False,08024,Cafe/Restaurant,Street level,Regular,10,0.13908496246938326,0.03091503753061678
Lasa LLC,Van,Baró de Viver,2022-03-06 12:15:36,116.36,0.41,D73,False,08024,Cafe/Restaurant,Street level,Regular,10,0.18562278983884895,0.40437721016115113
Lasa LLC,Van,Zona Franca,2022-03-17 15:49:42,43.29,0.54,D73,False,08024,Cafe/Restaurant,Street level,Regular,6,0.12462476246408152,0.33537523753591847
